pet_name,pet_gender,pet_age,location,link,pet_breed,pet_color,pet_id,pet_hair,pet_rescue,pet_address,Spayed,Neutered,Spayed / Neutered,Shots Up to Date,Has Special Needs,Declawed,Not Good with Kids,Good with Kids,House-trained,Good with Cats,Not Good with Cats,Good with Dogs,Not Good with Dogs,Needs Experienced Adopter
Jasmine,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/21146534-chicago-illinois-cat,Domestic Shorthair,Tan or Fawn Tabby,300634,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,,Yes,Yes,Yes,,Yes,,
Willow,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/23540956-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,554251,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,Yes,,,,Yes,,Yes,Yes,,
Addison,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/20570040-chicago-illinois-cat,Domestic Mediumhair,Tan or Fawn,248737,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,Yes,,,,,Yes,,,,Yes
Maude,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/20947263-chicago-illinois-cat,Domestic Shorthair,Black & White or Tuxedo,287548,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,,Yes,Yes,Yes,,,,
Deluxe and Delight,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/21947984-chicago-illinois-cat,American Shorthair,Black & White or Tuxedo,373546,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,Yes,Yes,Yes,,,,
Sandy Claws,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/22175093-chicago-illinois-cat,Domestic Mediumhair,"Gray, Blue or Silver Tabby",393744,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,Yes,Yes,Yes,,,,
Elsa,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/20442575-chicago-illinois-cat,Domestic Mediumhair,Gray or Blue (Mostly),237933,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,,,,,,,,Yes
Liam,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/21172085-chicago-illinois-cat,Domestic Shorthair,Tiger Striped,303714,short,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,,Yes,,Yes,,Yes,
Squints,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/21761492-chicago-illinois-cat,Calico,Orange or Red (Mostly),357111,,"Private Owner (Chicago, IL)","Chicago, IL",,,,Yes,,,,,Yes,,,,,
Dewey,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/21761450-chicago-illinois-cat,Calico,Orange or Red Tabby,357110,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,,Yes,,,,,
Pwipwi,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/21433621-chicago-illinois-cat,Domestic Shorthair,"Gray, Blue or Silver Tabby",329105,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,Yes,,Yes,,Yes,,,,,Yes
Clark n Kostner,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/21239179-chicago-illinois-cat,American Shorthair,Black (Mostly),311028,,"Private Owner (Chicago, IL)","Chicago, IL",,,,Yes,,,,,Yes,Yes,,,,
Kostner n Clark,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/21239139-chicago-illinois-cat,American Shorthair,Black (Mostly),311026,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,,Yes,Yes,,,,
Alley,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/21269354-chicago-illinois-cat,Calico,Calico or Dilute Calico,313977,medium,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,Yes,,,Yes,Yes,Yes,,Yes,,Yes
Maude,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/20947327-chicago-illinois-cat,Domestic Shorthair,Black & White or Tuxedo,287597,short,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,,Yes,Yes,Yes,,,,
Luna,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/21744824-chicago-illinois-cat,Domestic Mediumhair,Tan or Fawn (Mostly),355789,medium,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,Yes,Yes,Yes,,,,
Pablo,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/23451471-chicago-illinois-cat,American Shorthair,Tiger Striped,542771,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,Yes,,,Yes,Yes,Yes,,Yes,,
Toby,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/22276578-chicago-illinois-cat,Domestic Shorthair,"Gray, Blue or Silver Tabby",403184,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,Yes,Yes,Yes,,,,
Anders (Ders),Male,young,"Chicago, IL",https://www.adoptapet.com/pet/22280716-chicago-illinois-cat,Domestic Mediumhair,All Black,403714,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,,,,,,Yes,Yes,,,Yes,
Rufus,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/22074060-chicago-illinois-cat,Domestic Mediumhair,Black & White or Tuxedo,384627,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,Yes,Yes,,Yes,,,
Eve,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/22146263-chicago-illinois-cat,American Shorthair,Brown Tabby,391249,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,,,Yes,Yes,,,,
Little Sister,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/22721403-chicago-illinois-cat,American Shorthair,Black & White or Tuxedo,448546,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,,,Yes,Yes,,,,
Zhanzhao,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/23548349-chicago-illinois-cat,American Shorthair,Brown or Chocolate (Mostly),555337,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,,,,,,Yes,,,,,
Muffin,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/22485292-chicago-illinois-cat,Domestic Mediumhair,Brown or Chocolate (Mostly),425465,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,,Yes,Yes,,Yes,,,
Milky,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/22938557-chicago-illinois-cat,Persian,"Gray, Blue or Silver Tabby",471794,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,Yes,,Yes,,,Yes,,Yes
China,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/23045308-chicago-illinois-cat,Calico,Calico or Dilute Calico,483787,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,Yes,,Yes,,Yes,,,
Pierre,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/22954261-chicago-illinois-cat,Domestic Shorthair,All Black,473330,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,Yes,,Yes,,Yes,Yes,,Yes
Preston,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/22982284-chicago-illinois-cat,Domestic Shorthair,Tiger Striped,477089,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,Yes,,Yes,Yes,,Yes,,
Sasha,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/23230669-chicago-illinois-cat,American Shorthair,Orange or Red,507451,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,,Yes,Yes,,,Yes,,Yes
Storm,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/23109646-chicago-illinois-cat,American Shorthair,Black (Mostly),491475,,"Private Owner (Chicago, IL)","Chicago, IL",,,,,,,,Yes,Yes,,Yes,Yes,,
Callie,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/23378854-chicago-illinois-cat,Calico,Calico or Dilute Calico,532280,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,,Yes,,,,,
Cosmo,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/23484444-chicago-illinois-cat,Domestic Shorthair,Black & White or Tuxedo,546838,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,,,,,Yes,Yes,Yes,,,,
Ari,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/23484094-chicago-illinois-cat,Domestic Shorthair,Tan or Fawn (Mostly),546837,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,Yes,Yes,Yes,,Yes,,
Marty,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/23560880-chicago-illinois-cat,Domestic Shorthair,Orange or Red Tabby,556795,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,,Yes,,Yes,,,
Alfie,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/21935142-chicago-illinois-cat,Domestic Mediumhair,Black & White or Tuxedo,372012,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,,Yes,,Yes,,Yes,Yes,,,,Yes
Kaluah,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/21298433-chicago-illinois-cat,Domestic Shorthair,White (Mostly),316857,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,,,Yes,Yes,,,Yes,
Hamlet,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/23741573-chicago-illinois-cat,American Shorthair,Brown Tabby,582538,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,Yes,Yes,Yes,,,,
Tina,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/23840306-chicago-illinois-cat,Domestic Longhair,Brown or Chocolate (Mostly),588433,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,Yes,,,Yes,Yes,Yes,,Yes,,
Clarke,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/23891353-chicago-illinois-cat,Domestic Mediumhair,Brown Tabby,603673,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,Yes,Yes,Yes,,Yes,,
Barry,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/23982527-chicago-illinois-cat,Domestic Mediumhair,Orange or Red Tabby,618470,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,Yes,,,,Yes,,,,,
Kitty,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/23961032-chicago-illinois-cat,American Wirehair,Gray or Blue (Mostly),615449,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,Yes,,Yes,,Yes,,Yes,Yes
Maximus & Diesel,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24038702-chicago-illinois-cat,Domestic Shorthair,Tan or Fawn (Mostly),627449,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,Yes,Yes,Yes,,,Yes,
Maximus & Diesel,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24038722-chicago-illinois-cat,Domestic Mediumhair,Brown Tabby,627452,,"Private Owner (Chicago, IL)","Chicago, IL",,,,Yes,,,,Yes,Yes,Yes,,,Yes,
Usagi-San,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/20993233-chicago-illinois-cat,Exotic,Black & White or Tuxedo,291004,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,,,,Yes,,Yes,,Yes,,Yes,
Tama,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/24104006-chicago-illinois-cat,Exotic,Black & White or Tuxedo,637223,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,Yes,,Yes,,Yes,,Yes,Yes
Lion,Female,"
              2 years old, ","Chicago, IL",https://www.adoptapet.com/pet/24240680-chicago-illinois-cat,American Shorthair,Brown Tabby,662411,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,,,,Yes,,,,
Tiger Lilly,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24245677-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,663393,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,,Yes,Yes,Yes,,,,Yes
Ricky,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24429547-chicago-illinois-cat,Domestic Shorthair,Cream or Ivory,693405,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,Yes,Yes,Yes,,,Yes,
Ajax,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25274523-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,40577944,,The Anti-Cruelty Society - Everyday Adoption Center,"Chicago, IL",,Yes,,,,,,,,,,,,
Lily,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/23942811-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,40043550,,The Anti-Cruelty Society - Everyday Adoption Center,"Chicago, IL",Yes,,,,,,,,,,,,,
Marley,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/25307384-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,9960606,,The Anti-Cruelty Society - Everyday Adoption Center,"Chicago, IL",,Yes,,,,,,,Yes,,,,,
Myles,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/25307385-chicago-illinois-cat,Domestic Longhair/Domestic Shorthair,All Black,9960382,,The Anti-Cruelty Society - Everyday Adoption Center,"Chicago, IL",,Yes,,,,,,,Yes,,,,,
Kit-Kat,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/25092297-chicago-illinois-cat,Domestic Shorthair,Black & White or Tuxedo,14277093-19-0020,short,Whiskers & Tails Rescue Foundation,"PO Box 221014, Chicago, IL 60622",Yes,,,Yes,,,,,,Yes,,,,
Cody,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24747369-chicago-illinois-cat,Domestic Shorthair,Black & White or Tuxedo,14145211-19-0001,short,Whiskers & Tails Rescue Foundation,"PO Box 221014, Chicago, IL 60622",,Yes,,Yes,,,,,Yes,Yes,,,Yes,
Annie,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/24939053-chicago-illinois-cat,Siamese,White,14218333-19-0018,short,Whiskers & Tails Rescue Foundation,"PO Box 221014, Chicago, IL 60622",Yes,,,Yes,,,Yes,,,,,,,
Ma-ma,Female,"
              8 months old, ","Chicago, IL",https://www.adoptapet.com/pet/25506546-chicago-illinois-kitten,Domestic Shorthair,Black & White or Tuxedo,,short,Chicago Cat Rescue,"PO Box 146338, Chicago, IL 60614",Yes,,,Yes,,,,Yes,,Yes,,,,
Indi,Male,"
              3 months old, ","Chicago, IL",https://www.adoptapet.com/pet/25506831-chicago-illinois-kitten,Domestic Shorthair,Orange or Red (Mostly),,short,Chicago Cat Rescue,"PO Box 146338, Chicago, IL 60614",,Yes,,Yes,,,,Yes,,Yes,,,,
Tai,Male,"
              3 months old, ","Chicago, IL",https://www.adoptapet.com/pet/25506790-chicago-illinois-kitten,Domestic Shorthair,Orange or Red (Mostly),,short,Chicago Cat Rescue,"PO Box 146338, Chicago, IL 60614",,Yes,,Yes,,,,Yes,,Yes,,,,
Nona,Female,"
              8 months old, ","Chicago, IL",https://www.adoptapet.com/pet/25506455-chicago-illinois-kitten,Domestic Shorthair,Tortoiseshell,,short,Chicago Cat Rescue,"PO Box 146338, Chicago, IL 60614",Yes,,,Yes,,,,Yes,,Yes,,,,
Purrsia,Female,"
              1 year old, ","Chicago, IL",https://www.adoptapet.com/pet/25507031-chicago-illinois-cat,Domestic Shorthair,Calico or Dilute Calico,,short,Chicago Cat Rescue,"PO Box 146338, Chicago, IL 60614",Yes,,,Yes,,,,Yes,,Yes,,,,
HannahBell,Male,"
              3 months old, ","Chicago, IL",https://www.adoptapet.com/pet/25507004-chicago-illinois-kitten,Domestic Shorthair,Brown Tabby,,short,Chicago Cat Rescue,"PO Box 146338, Chicago, IL 60614",,Yes,,Yes,,,,Yes,,Yes,,,,
Rooney,Male,"
              3 months old, ","Chicago, IL",https://www.adoptapet.com/pet/25506974-chicago-illinois-kitten,Domestic Shorthair,Brown Tabby,,short,Chicago Cat Rescue,"PO Box 146338, Chicago, IL 60614",,Yes,,Yes,,,,Yes,,Yes,,,,
Neo,Male,"
              3 months old, ","Chicago, IL",https://www.adoptapet.com/pet/25506985-chicago-illinois-kitten,Domestic Shorthair,Spotted Tabby/Leopard Spotted,,short,Chicago Cat Rescue,"PO Box 146338, Chicago, IL 60614",,Yes,,Yes,,,,Yes,,Yes,,,,
Rio,Male,"
              3 months old, ","Chicago, IL",https://www.adoptapet.com/pet/25506954-chicago-illinois-kitten,Domestic Shorthair,Brown Tabby,,short,Chicago Cat Rescue,"PO Box 146338, Chicago, IL 60614",,Yes,,Yes,,,,Yes,,Yes,,,,
Lin-Meownuel,Male,"
              3 months old, ","Chicago, IL",https://www.adoptapet.com/pet/25506896-chicago-illinois-kitten,Domestic Shorthair,Brown Tabby,,short,Chicago Cat Rescue,"PO Box 146338, Chicago, IL 60614",,Yes,,Yes,,,,Yes,,Yes,,,,
Mica,Male,"
              1 year old, ","Chicago, IL",https://www.adoptapet.com/pet/25499798-chicago-illinois-cat,Domestic Shorthair,Brown Tabby,,short,Chicago Cat Rescue,"PO Box 146338, Chicago, IL 60614",,Yes,,,,,,Yes,,Yes,,Yes,,
Layla,Female,"
              1 year old, ","Chicago, IL",https://www.adoptapet.com/pet/24980265-chicago-illinois-cat,Domestic Longhair,Brown Tabby,,long,Chicago Cat Rescue,"PO Box 146338, Chicago, IL 60614",Yes,,,Yes,,,,Yes,,Yes,,,,
Dalia,Female,"
              1 year old, ","Chicago, IL",https://www.adoptapet.com/pet/24980290-chicago-illinois-cat,Domestic Shorthair,Brown Tabby,,short,Chicago Cat Rescue,"PO Box 146338, Chicago, IL 60614",Yes,,,Yes,,,,Yes,,Yes,,,,
Gia,Female,"
              1 year old, ","Chicago, IL",https://www.adoptapet.com/pet/24972014-chicago-illinois-cat,American Bobtail,All Black,,short,Chicago Cat Rescue,"PO Box 146338, Chicago, IL 60614",Yes,,,Yes,,,,Yes,,Yes,,,,
Minka,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24944601-chicago-illinois-cat,Domestic Longhair,"Gray, Blue or Silver Tabby",,long,Chicago Cat Rescue,"PO Box 146338, Chicago, IL 60614",,,,,,,,,,,,,,
Parker,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24944611-chicago-illinois-cat,Domestic Longhair,"Gray, Blue or Silver Tabby",,long,Chicago Cat Rescue,"PO Box 146338, Chicago, IL 60614",,,,,,,,,,,,,,
Augustus,Male,"
              1 year old, ","Chicago, IL",https://www.adoptapet.com/pet/24373153-chicago-illinois-kitten,Domestic Shorthair,Tan or Fawn,,short,Chicago Cat Rescue,"PO Box 146338, Chicago, IL 60614",,Yes,,Yes,,,,Yes,,Yes,,,,
Truvy,Female,"
              1 year old, ","Chicago, IL",https://www.adoptapet.com/pet/23021659-chicago-illinois-kitten,Domestic Shorthair,Gray or Blue,,short,Chicago Cat Rescue,"PO Box 146338, Chicago, IL 60614",Yes,,,Yes,,,,Yes,,Yes,,,,
Tazzy,Female,"
              1 year old, ","Chicago, IL",https://www.adoptapet.com/pet/23021672-chicago-illinois-kitten,Domestic Shorthair,Tiger Striped,,short,Chicago Cat Rescue,"PO Box 146338, Chicago, IL 60614",Yes,,,Yes,,,,Yes,,Yes,,,,
Margeaux,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/21380884-chicago-illinois-cat,Domestic Mediumhair,Brown Tabby,,medium,Chicago Cat Rescue,"PO Box 146338, Chicago, IL 60614",Yes,,,Yes,,,,,,,Yes,,,
Jack,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/6967464-chicago-illinois-cat,Domestic Shorthair,Brown Tabby,,short,Chicago Cat Rescue,"PO Box 146338, Chicago, IL 60614",,Yes,,Yes,,,,,,Yes,,,,
Rubik,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25477076-chicago-illinois-cat,Domestic Shorthair,"Gray, Blue or Silver Tabby",,short,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",,Yes,,Yes,,,,Yes,,Yes,,,,
Piper,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25476824-chicago-illinois-cat,Domestic Shorthair,White (Mostly),,short,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",Yes,,,Yes,,,,Yes,,Yes,,,,
Gene Kelly,Male,kitten,"Chicago, IL",https://www.adoptapet.com/pet/25476698-chicago-illinois-kitten,Domestic Shorthair,Orange or Red (Mostly),,short,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",,Yes,,Yes,,,,Yes,,Yes,,,,
Thomas,Male,"
              8 years old, ","Chicago, IL",https://www.adoptapet.com/pet/25483707-chicago-illinois-cat,Domestic Shorthair,Calico or Dilute Calico,,short,Friends of Chicago Animal Care & Control,"Chicago, IL 60680",,Yes,,Yes,Yes,,,Yes,,Yes,,,,
Wordsworth,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25097705-chicago-illinois-cat,Domestic Shorthair,"Gray, Blue or Silver Tabby",,short,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",,Yes,,Yes,,,,Yes,,Yes,,,,
Ko,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/25392189-chicago-illinois-cat,Domestic Shorthair,Brown Tabby,,short,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",Yes,,,Yes,,,,Yes,,Yes,,,,
Widget,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25386314-chicago-illinois-cat,Domestic Shorthair,Black & White or Tuxedo,,short,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",,Yes,,Yes,,,,Yes,,Yes,,,,
Grey Cashmere,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25386178-chicago-illinois-cat,Russian Blue,Gray or Blue,,short,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",Yes,,,Yes,,Yes,,,,,,,,
Poppet,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25386330-chicago-illinois-cat,Domestic Mediumhair,Black & White or Tuxedo,,medium,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",,Yes,,Yes,,,,Yes,,Yes,,,,
Biggs,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/12716357-chicago-illinois-cat,Maine Coon,Brown Tabby,,long,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",,Yes,,Yes,,,Yes,,,Yes,,Yes,,
Tortilla,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25374668-chicago-illinois-cat,Domestic Shorthair,Tortoiseshell,,short,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",Yes,,,Yes,,,,,,Yes,,,,
Kuro and Aki,Male,kitten,"Chicago, IL",https://www.adoptapet.com/pet/25334904-chicago-illinois-kitten,Domestic Mediumhair,Black & White or Tuxedo,,medium,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",,Yes,,Yes,,,,,,Yes,,,,
Aki and Kuro,Male,kitten,"Chicago, IL",https://www.adoptapet.com/pet/25334867-chicago-illinois-kitten,Domestic Longhair,Orange or Red (Mostly),,long,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",,Yes,,Yes,,,,,,Yes,,,,
Thalia,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/25334374-chicago-illinois-cat,Domestic Shorthair,Black & White or Tuxedo,,short,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",Yes,,,Yes,,,,,,,,,,
Edward (Eddy),Male,kitten,"Chicago, IL",https://www.adoptapet.com/pet/25299866-chicago-illinois-kitten,Domestic Shorthair,Black & White or Tuxedo,,short,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",,,,,,,,Yes,,Yes,,Yes,,
Coco,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/22102592-chicago-illinois-cat,Domestic Shorthair,All Black,,short,Friends of Chicago Animal Care & Control,"Chicago, IL 60680",Yes,,,Yes,,,Yes,,,,Yes,,,
Walrus,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/23577853-chicago-illinois-cat,Domestic Shorthair,Brown Tabby,,short,Friends of Chicago Animal Care & Control,"Chicago, IL 60680",,Yes,,Yes,,,Yes,,,Yes,,,Yes,Yes
Leela,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/20004678-chicago-illinois-cat,Domestic Shorthair,Gray or Blue (Mostly),,short,Friends of Chicago Animal Care & Control,"Chicago, IL 60680",Yes,,,Yes,,,,Yes,,Yes,,Yes,,
Mousse,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/19980385-chicago-illinois-cat,Domestic Shorthair,All Black,,short,Friends of Chicago Animal Care & Control,"Chicago, IL 60680",,Yes,,Yes,Yes,,,Yes,,Yes,,,,
Nico,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/18769878-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,19830060,short,Friends of Chicago Animal Care & Control,"Chicago, IL 60680",,Yes,,Yes,,,,,Yes,,,,,
Fannie May,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/20837188-chicago-illinois-cat,Domestic Shorthair,Tiger Striped,,short,Friends of Chicago Animal Care & Control,"Chicago, IL 60680",Yes,,,Yes,,,,,,,,Yes,,
Queen Elizabeth,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/20837182-chicago-illinois-cat,Domestic Shorthair,Tiger Striped,,short,Friends of Chicago Animal Care & Control,"Chicago, IL 60680",Yes,,,Yes,,,,,,,,Yes,,
Iron Man,Male,kitten,"Chicago, IL",https://www.adoptapet.com/pet/25295976-chicago-illinois-kitten,Domestic Shorthair,Orange or Red Tabby,,short,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",,Yes,,Yes,,,,Yes,,Yes,,Yes,,
Arthur (Artie),Male,kitten,"Chicago, IL",https://www.adoptapet.com/pet/25299838-chicago-illinois-kitten,Domestic Shorthair,"Gray, Blue or Silver Tabby",,short,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",,Yes,,Yes,,,,Yes,,Yes,,Yes,,
Hulk and Captain America,Male,kitten,"Chicago, IL",https://www.adoptapet.com/pet/25295935-chicago-illinois-kitten,Domestic Shorthair,Black (Mostly),,short,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",,Yes,,Yes,,,,Yes,,Yes,,Yes,,
Mindy,Female,kitten,"Chicago, IL",https://www.adoptapet.com/pet/25191814-chicago-illinois-kitten,Calico,Calico or Dilute Calico,,short,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",Yes,,,Yes,,,,Yes,,Yes,,,,
Jamie,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25135838-chicago-illinois-cat,Domestic Shorthair,Brown Tabby,,short,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",,Yes,,Yes,,,,Yes,,Yes,,,,
Caspian,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24955534-chicago-illinois-cat,Domestic Shorthair,Tan or Fawn (Mostly),,short,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",,Yes,,Yes,,,,,,Yes,,,,
Lil B,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25026107-chicago-illinois-cat,Domestic Shorthair,"Gray, Blue or Silver Tabby",,short,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",,Yes,,Yes,,Yes,,,,Yes,,,,
Flannery,Male,"
              2 years old, ","Chicago, IL",https://www.adoptapet.com/pet/25013251-chicago-illinois-cat,Domestic Shorthair,Orange or Red Tabby,,short,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",,Yes,,Yes,,,,,,,,,,
